GameDay,Season,Game Date,Home,Away,Home Score,Away Score,Notes
1,2022,04.09.2021,HSG Bad Wildungen,TSV Bayer 04 Leverkusen,24,27,
1,2022,04.09.2021,SG BBM Bietigheim,HSG Blomberg-Lippe,33,19,
1,2022,27.10.2021,VfL Oldenburg,Buxtehuder SV,24,22,
2,2022,08.09.2021,BV Borussia 09 Dortmund,VfL Oldenburg,30,20,
2,2022,11.09.2021,Buxtehuder SV,BSV Sachsen Zwickau,32,25,
2,2022,11.09.2021,HSG Bensheim/Auerbach,Sport-Union Neckarsulm,28,36,
2,2022,11.09.2021,HSG Blomberg-Lippe,HL Buchholz 08/Rosengarten,27,23,
2,2022,11.09.2021,SV Union Halle-Neustadt,SG BBM Bietigheim,22,27,
2,2022,11.09.2021,TuS Metzingen,HSG Bad Wildungen,35,27,
2,2022,12.09.2021,TSV Bayer 04 Leverkusen,Thüringer HC,23,24,
3,2022,15.09.2021,BSV Sachsen Zwickau,BV Borussia 09 Dortmund,26,34,
3,2022,17.09.2021,Thüringer HC,TuS Metzingen,31,23,
3,2022,18.09.2021,Sport-Union Neckarsulm,TSV Bayer 04 Leverkusen,36,29,
3,2022,18.09.2021,VfL Oldenburg,HSG Bensheim/Auerbach,26,32,
3,2022,18.09.2021,HL Buchholz 08/Rosengarten,SG BBM Bietigheim,19,32,
3,2022,18.09.2021,HSG Bad Wildungen,HSG Blomberg-Lippe,22,32,
3,2022,19.09.2021,Buxtehuder SV,SV Union Halle-Neustadt,32,23,
4,2022,22.09.2021,BV Borussia 09 Dortmund,Buxtehuder SV,37,31,
4,2022,24.09.2021,HSG Bensheim/Auerbach,BSV Sachsen Zwickau,25,18,
4,2022,24.09.2021,HSG Blomberg-Lippe,Thüringer HC,29,32,
4,2022,25.09.2021,SG BBM Bietigheim,HSG Bad Wildungen,41,23,
4,2022,25.09.2021,SV Union Halle-Neustadt,HL Buchholz 08/Rosengarten,31,18,
4,2022,25.09.2021,TuS Metzingen,Sport-Union Neckarsulm,35,33,
4,2022,26.09.2021,TSV Bayer 04 Leverkusen,VfL Oldenburg,26,25,
5,2022,29.09.2021,Thüringer HC,SG BBM Bietigheim,24,33,
5,2022,13.10.2021,Sport-Union Neckarsulm,HSG Blomberg-Lippe,35,35,
5,2022,13.10.2021,BV Borussia 09 Dortmund,SV Union Halle-Neustadt,27,20,
5,2022,13.10.2021,VfL Oldenburg,TuS Metzingen,27,28,
5,2022,16.10.2021,Buxtehuder SV,HSG Bensheim/Auerbach,34,22,
5,2022,16.10.2021,BSV Sachsen Zwickau,TSV Bayer 04 Leverkusen,29,22,
5,2022,16.10.2021,HSG Bad Wildungen,HL Buchholz 08/Rosengarten,29,23,
6,2022,20.10.2021,HSG Blomberg-Lippe,VfL Oldenburg,24,28,
6,2022,20.10.2021,HL Buchholz 08/Rosengarten,Thüringer HC,22,27,
6,2022,20.10.2021,HSG Bensheim/Auerbach,BV Borussia 09 Dortmund,31,33,
6,2022,20.10.2021,TuS Metzingen,BSV Sachsen Zwickau,22,17,
6,2022,22.10.2021,SG BBM Bietigheim,Sport-Union Neckarsulm,41,24,
6,2022,23.10.2021,SV Union Halle-Neustadt,HSG Bad Wildungen,33,29,
6,2022,24.10.2021,TSV Bayer 04 Leverkusen,Buxtehuder SV,22,27,
7,2022,27.10.2021,BV Borussia 09 Dortmund,TSV Bayer 04 Leverkusen,30,24,
7,2022,29.10.2021,Sport-Union Neckarsulm,HL Buchholz 08/Rosengarten,27,26,
7,2022,30.10.2021,Buxtehuder SV,TuS Metzingen,36,31,
7,2022,30.10.2021,BSV Sachsen Zwickau,HSG Blomberg-Lippe,24,31,
7,2022,30.10.2021,HSG Bensheim/Auerbach,SV Union Halle-Neustadt,25,28,
7,2022,30.10.2021,Thüringer HC,HSG Bad Wildungen,31,26,
7,2022,31.10.2021,VfL Oldenburg,SG BBM Bietigheim,20,34,
8,2022,03.11.2021,SG BBM Bietigheim,BSV Sachsen Zwickau,35,20,
8,2022,03.11.2021,TuS Metzingen,BV Borussia 09 Dortmund,20,28,
8,2022,20.11.2021,Thüringer HC,SV Union Halle-Neustadt,23,26,
8,2022,20.11.2021,HL Buchholz 08/Rosengarten,VfL Oldenburg,30,27,
8,2022,20.11.2021,HSG Bad Wildungen,Sport-Union Neckarsulm,31,33,
8,2022,21.11.2021,TSV Bayer 04 Leverkusen,HSG Bensheim/Auerbach,25,34,
8,2022,09.04.2022,HSG Blomberg-Lippe,Buxtehuder SV,24,29,
9,2022,29.12.2021,Buxtehuder SV,SG BBM Bietigheim,21,27,
9,2022,29.12.2021,BSV Sachsen Zwickau,HL Buchholz 08/Rosengarten,25,24,
9,2022,29.12.2021,SV Union Halle-Neustadt,TSV Bayer 04 Leverkusen,21,24,
9,2022,29.12.2021,HSG Bensheim/Auerbach,TuS Metzingen,31,28,
9,2022,29.12.2021,Sport-Union Neckarsulm,Thüringer HC,26,28,
9,2022,29.12.2021,VfL Oldenburg,HSG Bad Wildungen,33,27,
9,2022,16.04.2022,HSG Blomberg-Lippe,BV Borussia 09 Dortmund,26,25,
10,2022,02.01.2022,HL Buchholz 08/Rosengarten,Buxtehuder SV,23,26,
10,2022,02.01.2022,TuS Metzingen,TSV Bayer 04 Leverkusen,35,26,
10,2022,02.01.2022,HSG Bad Wildungen,BSV Sachsen Zwickau,19,19,
10,2022,02.01.2022,SG BBM Bietigheim,BV Borussia 09 Dortmund,33,22,
10,2022,29.01.2022,HSG Bensheim/Auerbach,HSG Blomberg-Lippe,30,31,
10,2022,19.02.2022,Thüringer HC,VfL Oldenburg,26,21,
10,2022,13.04.2022,Sport-Union Neckarsulm,SV Union Halle-Neustadt,33,25,
11,2022,05.01.2022,BV Borussia 09 Dortmund,HL Buchholz 08/Rosengarten,41,24,
11,2022,09.01.2022,SV Union Halle-Neustadt,TuS Metzingen,25,33,
11,2022,09.02.2022,TSV Bayer 04 Leverkusen,HSG Blomberg-Lippe,36,34,
11,2022,16.02.2022,Buxtehuder SV,HSG Bad Wildungen,32,23,
11,2022,23.02.2022,SG BBM Bietigheim,HSG Bensheim/Auerbach,43,29,
11,2022,16.03.2022,VfL Oldenburg,Sport-Union Neckarsulm,31,32,
11,2022,06.04.2022,BSV Sachsen Zwickau,Thüringer HC,22,24,
12,2022,12.01.2022,SG BBM Bietigheim,TSV Bayer 04 Leverkusen,25,17,
12,2022,15.01.2022,HSG Blomberg-Lippe,TuS Metzingen,30,36,
12,2022,15.01.2022,HL Buchholz 08/Rosengarten,HSG Bensheim/Auerbach,26,25,
12,2022,16.01.2022,VfL Oldenburg,SV Union Halle-Neustadt,26,26,
12,2022,16.03.2022,Thüringer HC,Buxtehuder SV,20,29,
12,2022,30.03.2022,HSG Bad Wildungen,BV Borussia 09 Dortmund,30,31,
12,2022,11.05.2022,Sport-Union Neckarsulm,BSV Sachsen Zwickau,32,25,
13,2022,19.01.2022,TuS Metzingen,SG BBM Bietigheim,20,32,
13,2022,22.01.2022,BSV Sachsen Zwickau,VfL Oldenburg,27,28,
13,2022,22.01.2022,SV Union Halle-Neustadt,HSG Blomberg-Lippe,29,24,
13,2022,23.01.2022,TSV Bayer 04 Leverkusen,HL Buchholz 08/Rosengarten,33,22,
13,2022,02.02.2022,BV Borussia 09 Dortmund,Thüringer HC,32,27,
13,2022,23.03.2022,HSG Bensheim/Auerbach,HSG Bad Wildungen,27,30,
13,2022,04.05.2022,Buxtehuder SV,Sport-Union Neckarsulm,34,27,
14,2022,02.02.2022,HSG Blomberg-Lippe,SG BBM Bietigheim,24,27,
14,2022,05.02.2022,HSG Bensheim/Auerbach,Thüringer HC,34,33,
14,2022,05.02.2022,TuS Metzingen,HL Buchholz 08/Rosengarten,31,25,
14,2022,06.02.2022,TSV Bayer 04 Leverkusen,HSG Bad Wildungen,26,26,
14,2022,09.02.2022,BV Borussia 09 Dortmund,Sport-Union Neckarsulm,30,26,
14,2022,23.03.2022,SV Union Halle-Neustadt,BSV Sachsen Zwickau,22,25,
14,2022,30.03.2022,Buxtehuder SV,VfL Oldenburg,27,25,
15,2022,09.02.2022,SG BBM Bietigheim,SV Union Halle-Neustadt,36,20,
15,2022,12.02.2022,BSV Sachsen Zwickau,Buxtehuder SV,28,35,
15,2022,12.02.2022,Sport-Union Neckarsulm,HSG Bensheim/Auerbach,39,33,
15,2022,12.02.2022,Thüringer HC,TSV Bayer 04 Leverkusen,34,22,
15,2022,12.02.2022,HSG Bad Wildungen,TuS Metzingen,31,34,
15,2022,13.04.2022,VfL Oldenburg,BV Borussia 09 Dortmund,24,27,
15,2022,04.05.2022,HL Buchholz 08/Rosengarten,HSG Blomberg-Lippe,22,25,
16,2022,26.02.2022,HSG Bensheim/Auerbach,VfL Oldenburg,31,22,
16,2022,26.02.2022,HSG Blomberg-Lippe,HSG Bad Wildungen,37,25,
16,2022,26.02.2022,BV Borussia 09 Dortmund,BSV Sachsen Zwickau,29,16,
16,2022,26.02.2022,SG BBM Bietigheim,HL Buchholz 08/Rosengarten,27,20,
16,2022,26.02.2022,SV Union Halle-Neustadt,Buxtehuder SV,17,24,
16,2022,26.02.2022,TuS Metzingen,Thüringer HC,29,29,
16,2022,27.02.2022,TSV Bayer 04 Leverkusen,Sport-Union Neckarsulm,25,30,
17,2022,12.03.2022,Buxtehuder SV,BV Borussia 09 Dortmund,21,31,
17,2022,12.03.2022,BSV Sachsen Zwickau,HSG Bensheim/Auerbach,26,22,
17,2022,12.03.2022,Sport-Union Neckarsulm,TuS Metzingen,39,35,
17,2022,12.03.2022,HSG Bad Wildungen,SG BBM Bietigheim,30,37,
17,2022,13.03.2022,VfL Oldenburg,TSV Bayer 04 Leverkusen,26,26,
17,2022,13.04.2022,Thüringer HC,HSG Blomberg-Lippe,40,25,
17,2022,27.04.2022,HL Buchholz 08/Rosengarten,SV Union Halle-Neustadt,26,18,
18,2022,19.03.2022,HSG Bensheim/Auerbach,Buxtehuder SV,26,34,
18,2022,19.03.2022,HSG Blomberg-Lippe,Sport-Union Neckarsulm,31,27,
18,2022,19.03.2022,SG BBM Bietigheim,Thüringer HC,36,23,
18,2022,06.04.2022,HL Buchholz 08/Rosengarten,HSG Bad Wildungen,25,32,
18,2022,27.04.2022,TuS Metzingen,VfL Oldenburg,20,25,
18,2022,18.05.2022,TSV Bayer 04 Leverkusen,BSV Sachsen Zwickau,25,24,
19,2022,23.03.2022,Sport-Union Neckarsulm,SG BBM Bietigheim,21,36,
19,2022,26.03.2022,Thüringer HC,HL Buchholz 08/Rosengarten,26,19,
19,2022,26.03.2022,HSG Bad Wildungen,SV Union Halle-Neustadt,29,20,
19,2022,27.03.2022,VfL Oldenburg,HSG Blomberg-Lippe,22,23,
19,2022,13.04.2022,Buxtehuder SV,TSV Bayer 04 Leverkusen,35,22,
19,2022,27.04.2022,BV Borussia 09 Dortmund,HSG Bensheim/Auerbach,33,27,
19,2022,04.05.2022,BSV Sachsen Zwickau,TuS Metzingen,31,34,
20,2022,02.04.2022,HSG Blomberg-Lippe,BSV Sachsen Zwickau,28,25,
20,2022,02.04.2022,HL Buchholz 08/Rosengarten,Sport-Union Neckarsulm,26,23,
20,2022,02.04.2022,HSG Bad Wildungen,Thüringer HC,27,34,
20,2022,02.04.2022,SV Union Halle-Neustadt,HSG Bensheim/Auerbach,33,26,
20,2022,04.05.2022,SG BBM Bietigheim,VfL Oldenburg,33,21,
20,2022,11.05.2022,TSV Bayer 04 Leverkusen,BV Borussia 09 Dortmund,23,31,
20,2022,18.05.2022,TuS Metzingen,Buxtehuder SV,31,27,
21,2022,20.02.2022,Buxtehuder SV,HSG Blomberg-Lippe,30,33,
21,2022,09.04.2022,BSV Sachsen Zwickau,SG BBM Bietigheim,20,40,
21,2022,09.04.2022,HSG Bensheim/Auerbach,TSV Bayer 04 Leverkusen,31,32,
21,2022,09.04.2022,Sport-Union Neckarsulm,HSG Bad Wildungen,33,33,
21,2022,09.04.2022,BV Borussia 09 Dortmund,TuS Metzingen,34,24,
21,2022,09.04.2022,SV Union Halle-Neustadt,Thüringer HC,20,19,
21,2022,10.04.2022,VfL Oldenburg,HL Buchholz 08/Rosengarten,30,22,
22,2022,23.02.2022,BV Borussia 09 Dortmund,HSG Blomberg-Lippe,32,24,
22,2022,23.02.2022,HSG Bad Wildungen,VfL Oldenburg,31,27,
22,2022,16.04.2022,Thüringer HC,Sport-Union Neckarsulm,34,31,
22,2022,16.04.2022,HL Buchholz 08/Rosengarten,BSV Sachsen Zwickau,32,21,
22,2022,16.04.2022,SG BBM Bietigheim,Buxtehuder SV,33,28,
22,2022,16.04.2022,TuS Metzingen,HSG Bensheim/Auerbach,33,32,
22,2022,17.04.2022,TSV Bayer 04 Leverkusen,SV Union Halle-Neustadt,24,27,
23,2022,30.04.2022,Buxtehuder SV,HL Buchholz 08/Rosengarten,35,20,
23,2022,30.04.2022,BSV Sachsen Zwickau,HSG Bad Wildungen,28,29,
23,2022,30.04.2022,HSG Blomberg-Lippe,HSG Bensheim/Auerbach,24,29,
23,2022,30.04.2022,VfL Oldenburg,Thüringer HC,21,27,
23,2022,30.04.2022,BV Borussia 09 Dortmund,SG BBM Bietigheim,24,32,
23,2022,30.04.2022,SV Union Halle-Neustadt,Sport-Union Neckarsulm,29,27,
23,2022,30.04.2022,TSV Bayer 04 Leverkusen,TuS Metzingen,25,31,
24,2022,07.05.2022,HSG Blomberg-Lippe,TSV Bayer 04 Leverkusen,24,24,
24,2022,07.05.2022,Sport-Union Neckarsulm,VfL Oldenburg,39,37,
24,2022,07.05.2022,Thüringer HC,BSV Sachsen Zwickau,37,28,
24,2022,07.05.2022,HL Buchholz 08/Rosengarten,BV Borussia 09 Dortmund,19,31,
24,2022,07.05.2022,HSG Bad Wildungen,Buxtehuder SV,28,40,
24,2022,07.05.2022,HSG Bensheim/Auerbach,SG BBM Bietigheim,27,36,
24,2022,07.05.2022,TuS Metzingen,SV Union Halle-Neustadt,33,30,
25,2022,06.04.2022,TSV Bayer 04 Leverkusen,SG BBM Bietigheim,19,37,
25,2022,14.05.2022,Buxtehuder SV,Thüringer HC,35,32,
25,2022,14.05.2022,BSV Sachsen Zwickau,Sport-Union Neckarsulm,28,30,
25,2022,14.05.2022,HSG Bensheim/Auerbach,HL Buchholz 08/Rosengarten,28,24,
25,2022,14.05.2022,BV Borussia 09 Dortmund,HSG Bad Wildungen,39,29,
25,2022,14.05.2022,SV Union Halle-Neustadt,VfL Oldenburg,25,27,
25,2022,14.05.2022,TuS Metzingen,HSG Blomberg-Lippe,30,32,
26,2022,21.05.2022,HL Buchholz 08/Rosengarten,TSV Bayer 04 Leverkusen,23,28,
26,2022,21.05.2022,HSG Bad Wildungen,HSG Bensheim/Auerbach,35,34,
26,2022,21.05.2022,HSG Blomberg-Lippe,SV Union Halle-Neustadt,30,25,
26,2022,21.05.2022,SG BBM Bietigheim,TuS Metzingen,38,25,
26,2022,21.05.2022,Sport-Union Neckarsulm,Buxtehuder SV,30,32,
26,2022,21.05.2022,Thüringer HC,BV Borussia 09 Dortmund,38,27,
26,2022,21.05.2022,VfL Oldenburg,BSV Sachsen Zwickau,22,29,
1,2023,07.09.2022,BSV Sachsen Zwickau,SG BBM Bietigheim,15,36,
1,2023,10.09.2022,VfL Waiblingen,Sport-Union Neckarsulm,23,30,
1,2023,10.09.2022,HSG Bensheim/Auerbach,TSV Bayer 04 Leverkusen,33,28,
1,2023,10.09.2022,BV Borussia 09 Dortmund,SV Union Halle-Neustadt,34,24,
1,2023,10.09.2022,TuS Metzingen,HSG Bad Wildungen,32,27,
1,2023,11.09.2022,Buxtehuder SV,HSG Blomberg-Lippe,27,24,
1,2023,11.09.2022,VfL Oldenburg,Thüringer HC,18,35,
2,2023,14.09.2022,SG BBM Bietigheim,VfL Waiblingen,44,23,
2,2023,17.09.2022,HSG Blomberg-Lippe,TuS Metzingen,29,27,
2,2023,17.09.2022,Thüringer HC,Buxtehuder SV,28,19,
2,2023,17.09.2022,Sport-Union Neckarsulm,BV Borussia 09 Dortmund,25,38,
2,2023,17.09.2022,SV Union Halle-Neustadt,HSG Bensheim/Auerbach,24,26,
2,2023,17.09.2022,HSG Bad Wildungen,BSV Sachsen Zwickau,29,28,
2,2023,18.09.2022,TSV Bayer 04 Leverkusen,VfL Oldenburg,29,31,
3,2023,24.09.2022,Buxtehuder SV,TSV Bayer 04 Leverkusen,28,28,
3,2023,24.09.2022,HSG Bensheim/Auerbach,BV Borussia 09 Dortmund,22,28,
3,2023,24.09.2022,VfL Waiblingen,HSG Bad Wildungen,24,35,
3,2023,24.09.2022,BSV Sachsen Zwickau,HSG Blomberg-Lippe,28,34,
3,2023,24.09.2022,TuS Metzingen,Thüringer HC,27,38,
3,2023,25.09.2022,VfL Oldenburg,SV Union Halle-Neustadt,24,24,
3,2023,25.01.2023,SG BBM Bietigheim,Sport-Union Neckarsulm,35,23,
4,2023,05.10.2022,HSG Bad Wildungen,SG BBM Bietigheim,23,32,
4,2023,05.10.2022,BV Borussia 09 Dortmund,VfL Oldenburg,32,27,
4,2023,05.10.2022,Thüringer HC,BSV Sachsen Zwickau,32,24,
4,2023,08.10.2022,HSG Blomberg-Lippe,VfL Waiblingen,35,19,
4,2023,08.10.2022,SV Union Halle-Neustadt,Buxtehuder SV,22,24,
4,2023,09.10.2022,TSV Bayer 04 Leverkusen,TuS Metzingen,26,22,
4,2023,21.12.2022,Sport-Union Neckarsulm,HSG Bensheim/Auerbach,26,20,
5,2023,12.10.2022,SG BBM Bietigheim,HSG Blomberg-Lippe,36,27,
5,2023,22.10.2022,Buxtehuder SV,BV Borussia 09 Dortmund,31,30,
5,2023,22.10.2022,VfL Waiblingen,Thüringer HC,22,30,
5,2023,22.10.2022,BSV Sachsen Zwickau,TSV Bayer 04 Leverkusen,39,32,
5,2023,22.10.2022,HSG Bad Wildungen,Sport-Union Neckarsulm,32,30,
5,2023,22.10.2022,TuS Metzingen,SV Union Halle-Neustadt,30,25,
5,2023,23.10.2022,VfL Oldenburg,HSG Bensheim/Auerbach,36,30,
6,2023,23.11.2022,SV Union Halle-Neustadt,BSV Sachsen Zwickau,31,22,
6,2023,27.11.2022,Thüringer HC,SG BBM Bietigheim,29,31,
6,2023,27.11.2022,HSG Blomberg-Lippe,HSG Bad Wildungen,31,29,
6,2023,27.11.2022,HSG Bensheim/Auerbach,Buxtehuder SV,27,30,
6,2023,27.11.2022,BV Borussia 09 Dortmund,TuS Metzingen,31,29,
6,2023,27.11.2022,TSV Bayer 04 Leverkusen,VfL Waiblingen,32,23,
6,2023,27.11.2022,VfL Oldenburg,Sport-Union Neckarsulm,31,26,
7,2023,07.12.2022,BSV Sachsen Zwickau,BV Borussia 09 Dortmund,22,32,
7,2023,10.12.2022,VfL Waiblingen,SV Union Halle-Neustadt,22,34,
7,2023,10.12.2022,HSG Bad Wildungen,Thüringer HC,29,38,
7,2023,10.12.2022,TuS Metzingen,HSG Bensheim/Auerbach,34,31,
7,2023,11.12.2022,HSG Blomberg-Lippe,Sport-Union Neckarsulm,34,20,
7,2023,14.12.2022,SG BBM Bietigheim,TSV Bayer 04 Leverkusen,39,26,
7,2023,14.12.2022,Buxtehuder SV,VfL Oldenburg,23,25,
8,2023,17.12.2022,Buxtehuder SV,Sport-Union Neckarsulm,35,21,
8,2023,17.12.2022,Thüringer HC,HSG Blomberg-Lippe,34,24,
8,2023,17.12.2022,HSG Bensheim/Auerbach,BSV Sachsen Zwickau,30,22,
8,2023,17.12.2022,BV Borussia 09 Dortmund,VfL Waiblingen,41,28,
8,2023,17.12.2022,TuS Metzingen,VfL Oldenburg,35,24,
8,2023,18.12.2022,TSV Bayer 04 Leverkusen,HSG Bad Wildungen,34,32,
8,2023,21.12.2022,SV Union Halle-Neustadt,SG BBM Bietigheim,24,35,
9,2023,26.12.2022,VfL Waiblingen,HSG Bensheim/Auerbach,28,32,
9,2023,26.12.2022,Sport-Union Neckarsulm,Thüringer HC,25,32,
9,2023,26.12.2022,BSV Sachsen Zwickau,VfL Oldenburg,26,26,
9,2023,26.12.2022,SG BBM Bietigheim,BV Borussia 09 Dortmund,35,22,
9,2023,27.12.2022,HSG Blomberg-Lippe,TSV Bayer 04 Leverkusen,30,29,
9,2023,27.12.2022,TuS Metzingen,Buxtehuder SV,30,26,
9,2023,27.12.2022,HSG Bad Wildungen,SV Union Halle-Neustadt,27,35,
10,2023,30.12.2022,TSV Bayer 04 Leverkusen,Thüringer HC,27,33,
10,2023,30.12.2022,Buxtehuder SV,BSV Sachsen Zwickau,27,26,
10,2023,30.12.2022,SV Union Halle-Neustadt,HSG Blomberg-Lippe,27,29,
10,2023,30.12.2022,VfL Oldenburg,VfL Waiblingen,33,35,
10,2023,30.12.2022,BV Borussia 09 Dortmund,HSG Bad Wildungen,42,25,
10,2023,30.12.2022,HSG Bensheim/Auerbach,SG BBM Bietigheim,27,32,
10,2023,30.12.2022,TuS Metzingen,Sport-Union Neckarsulm,35,32,
11,2023,04.01.2023,SG BBM Bietigheim,VfL Oldenburg,36,30,
11,2023,07.01.2023,BSV Sachsen Zwickau,TuS Metzingen,26,25,
11,2023,07.01.2023,Thüringer HC,SV Union Halle-Neustadt,38,25,
11,2023,07.01.2023,VfL Waiblingen,Buxtehuder SV,18,25,
11,2023,07.01.2023,HSG Blomberg-Lippe,BV Borussia 09 Dortmund,30,33,
11,2023,07.01.2023,Sport-Union Neckarsulm,TSV Bayer 04 Leverkusen,23,32,
11,2023,07.01.2023,HSG Bad Wildungen,HSG Bensheim/Auerbach,29,29,
12,2023,11.01.2023,BV Borussia 09 Dortmund,Thüringer HC,30,30,
12,2023,11.01.2023,Buxtehuder SV,SG BBM Bietigheim,20,37,
12,2023,14.01.2023,HSG Bensheim/Auerbach,HSG Blomberg-Lippe,24,27,
12,2023,14.01.2023,BSV Sachsen Zwickau,Sport-Union Neckarsulm,31,24,
12,2023,14.01.2023,SV Union Halle-Neustadt,TSV Bayer 04 Leverkusen,23,28,
12,2023,14.01.2023,TuS Metzingen,VfL Waiblingen,38,24,
12,2023,15.01.2023,VfL Oldenburg,HSG Bad Wildungen,40,27,
13,2023,01.02.2023,TSV Bayer 04 Leverkusen,BV Borussia 09 Dortmund,27,35,
13,2023,01.02.2023,Thüringer HC,HSG Bensheim/Auerbach,30,24,
13,2023,04.02.2023,VfL Waiblingen,BSV Sachsen Zwickau,26,27,
13,2023,04.02.2023,HSG Blomberg-Lippe,VfL Oldenburg,24,28,
13,2023,04.02.2023,Sport-Union Neckarsulm,SV Union Halle-Neustadt,35,29,
13,2023,04.02.2023,HSG Bad Wildungen,Buxtehuder SV,26,23,
13,2023,21.02.2023,SG BBM Bietigheim,TuS Metzingen,33,26,
14,2023,08.02.2023,SV Union Halle-Neustadt,BV Borussia 09 Dortmund,21,28,
14,2023,08.02.2023,SG BBM Bietigheim,BSV Sachsen Zwickau,37,25,
14,2023,11.02.2023,HSG Blomberg-Lippe,Buxtehuder SV,21,21,
14,2023,11.02.2023,Sport-Union Neckarsulm,VfL Waiblingen,29,25,
14,2023,11.02.2023,HSG Bad Wildungen,TuS Metzingen,28,42,
14,2023,11.02.2023,Thüringer HC,VfL Oldenburg,36,27,
14,2023,12.02.2023,TSV Bayer 04 Leverkusen,HSG Bensheim/Auerbach,27,29,
15,2023,15.02.2023,Buxtehuder SV,Thüringer HC,25,27,
15,2023,15.02.2023,BV Borussia 09 Dortmund,Sport-Union Neckarsulm,28,24,
15,2023,17.02.2023,VfL Oldenburg,TSV Bayer 04 Leverkusen,33,30,
15,2023,18.02.2023,VfL Waiblingen,SG BBM Bietigheim,23,44,
15,2023,18.02.2023,HSG Bensheim/Auerbach,SV Union Halle-Neustadt,36,27,
15,2023,18.02.2023,BSV Sachsen Zwickau,HSG Bad Wildungen,27,27,
15,2023,18.02.2023,TuS Metzingen,HSG Blomberg-Lippe,41,31,
16,2023,25.02.2023,HSG Blomberg-Lippe,BSV Sachsen Zwickau,33,26,
16,2023,25.02.2023,Thüringer HC,TuS Metzingen,34,29,
16,2023,25.02.2023,Sport-Union Neckarsulm,SG BBM Bietigheim,23,38,
16,2023,25.02.2023,BV Borussia 09 Dortmund,HSG Bensheim/Auerbach,25,29,
16,2023,25.02.2023,HSG Bad Wildungen,VfL Waiblingen,35,23,
16,2023,26.02.2023,SV Union Halle-Neustadt,VfL Oldenburg,37,30,
16,2023,26.02.2023,TSV Bayer 04 Leverkusen,Buxtehuder SV,25,24,
17,2023,11.03.2023,Buxtehuder SV,SV Union Halle-Neustadt,37,24,
17,2023,11.03.2023,VfL Waiblingen,HSG Blomberg-Lippe,18,29,
17,2023,11.03.2023,BSV Sachsen Zwickau,Thüringer HC,19,33,
17,2023,11.03.2023,HSG Bensheim/Auerbach,Sport-Union Neckarsulm,30,27,
17,2023,11.03.2023,SG BBM Bietigheim,HSG Bad Wildungen,36,28,
17,2023,11.03.2023,TuS Metzingen,TSV Bayer 04 Leverkusen,29,24,
17,2023,12.03.2023,VfL Oldenburg,BV Borussia 09 Dortmund,32,29,
18,2023,15.03.2023,BV Borussia 09 Dortmund,Buxtehuder SV,24,27,
18,2023,15.03.2023,Thüringer HC,VfL Waiblingen,32,24,
18,2023,18.03.2023,HSG Bensheim/Auerbach,VfL Oldenburg,26,28,
18,2023,18.03.2023,HSG Blomberg-Lippe,SG BBM Bietigheim,30,31,
18,2023,18.03.2023,Sport-Union Neckarsulm,HSG Bad Wildungen,21,21,
18,2023,18.03.2023,SV Union Halle-Neustadt,TuS Metzingen,26,27,
18,2023,30.03.2023,TSV Bayer 04 Leverkusen,BSV Sachsen Zwickau,33,28,
19,2023,25.03.2023,Buxtehuder SV,HSG Bensheim/Auerbach,25,24,
19,2023,25.03.2023,VfL Waiblingen,TSV Bayer 04 Leverkusen,26,31,
19,2023,25.03.2023,BSV Sachsen Zwickau,SV Union Halle-Neustadt,27,21,
19,2023,25.03.2023,Sport-Union Neckarsulm,VfL Oldenburg,26,32,
19,2023,25.03.2023,HSG Bad Wildungen,HSG Blomberg-Lippe,29,37,
19,2023,19.04.2023,SG BBM Bietigheim,Thüringer HC,31,26,
19,2023,26.04.2023,TuS Metzingen,BV Borussia 09 Dortmund,26,33,
20,2023,15.04.2023,Thüringer HC,HSG Bad Wildungen,33,26,
20,2023,15.04.2023,HSG Bensheim/Auerbach,TuS Metzingen,31,32,
20,2023,15.04.2023,Sport-Union Neckarsulm,HSG Blomberg-Lippe,31,37,
20,2023,15.04.2023,BV Borussia 09 Dortmund,BSV Sachsen Zwickau,35,28,
20,2023,15.04.2023,SV Union Halle-Neustadt,VfL Waiblingen,30,23,
20,2023,16.04.2023,TSV Bayer 04 Leverkusen,SG BBM Bietigheim,33,46,
20,2023,16.04.2023,VfL Oldenburg,Buxtehuder SV,25,22,
21,2023,22.04.2023,HSG Blomberg-Lippe,Thüringer HC,29,25,
21,2023,22.04.2023,VfL Oldenburg,TuS Metzingen,39,33,
21,2023,22.04.2023,BSV Sachsen Zwickau,HSG Bensheim/Auerbach,20,34,
21,2023,22.04.2023,VfL Waiblingen,BV Borussia 09 Dortmund,22,29,
21,2023,22.04.2023,Sport-Union Neckarsulm,Buxtehuder SV,26,21,
21,2023,22.04.2023,HSG Bad Wildungen,TSV Bayer 04 Leverkusen,31,31,
21,2023,22.04.2023,SG BBM Bietigheim,SV Union Halle-Neustadt,39,26,
22,2023,29.04.2023,VfL Oldenburg,BSV Sachsen Zwickau,33,25,
22,2023,29.04.2023,HSG Bensheim/Auerbach,VfL Waiblingen,32,25,
22,2023,29.04.2023,Thüringer HC,Sport-Union Neckarsulm,30,22,
22,2023,29.04.2023,BV Borussia 09 Dortmund,SG BBM Bietigheim,27,33,
22,2023,30.04.2023,TSV Bayer 04 Leverkusen,HSG Blomberg-Lippe,28,34,
