GameDay,Season,Game Date,Home,Away,Home Score,Away Score,Notes
1,1995,20.08.1994,VfB Leipzig,TSG Ketsch,26,18,
1,1995,20.08.1994,TV 05 Mainzlar,Frankfurter HC,25,27,
1,1995,20.08.1994,TSV Nord Harrislee,TV Lützellinden,18,30,
2,1995,24.08.1994,Buxtehuder SV,TSV Nord Harrislee,27,22,
2,1995,24.08.1994,TuS Walle Bremen,TuS Eintracht Minden,23,22,
2,1995,24.08.1994,BV Borussia 09 Dortmund,TSV Bayer 04 Leverkusen,22,15,
2,1995,24.08.1994,SC Magdeburg,VfB Leipzig,15,22,
2,1995,24.08.1994,Frankfurter HC,SG GM/BTSV 1850 Berlin,22,16,
2,1995,24.08.1994,TSG Ketsch,TV 05 Mainzlar,22,23,
2,1995,24.08.1994,TV Lützellinden,DJK Würzburg,30,21,
3,1995,27.08.1994,TuS Eintracht Minden,DJK Würzburg,22,18,
3,1995,27.08.1994,TSV Nord Harrislee,BV Borussia 09 Dortmund,20,28,
3,1995,27.08.1994,VfB Leipzig,TuS Walle Bremen,25,27,
3,1995,27.08.1994,TSV Bayer 04 Leverkusen,Frankfurter HC,20,22,
3,1995,27.08.1994,TV 05 Mainzlar,SC Magdeburg,28,19,
3,1995,27.08.1994,SG GM/BTSV 1850 Berlin,TSG Ketsch,20,13,
3,1995,19.10.1994,Buxtehuder SV,TV Lützellinden,30,25,
4,1995,03.09.1994,BV Borussia 09 Dortmund,Buxtehuder SV,27,22,
4,1995,03.09.1994,DJK Würzburg,VfB Leipzig,22,22,
4,1995,03.09.1994,Frankfurter HC,TSV Nord Harrislee,35,17,
4,1995,03.09.1994,TuS Walle Bremen,TV 05 Mainzlar,26,13,
4,1995,03.09.1994,TSG Ketsch,TSV Bayer 04 Leverkusen,17,22,
4,1995,03.09.1994,SC Magdeburg,SG GM/BTSV 1850 Berlin,16,16,
4,1995,01.10.1994,TV Lützellinden,TuS Eintracht Minden,25,16,
5,1995,01.10.1994,TSV Bayer 04 Leverkusen,SC Magdeburg,19,18,
5,1995,01.10.1994,BV Borussia 09 Dortmund,TV Lützellinden,21,28,
5,1995,15.10.1994,VfB Leipzig,TuS Eintracht Minden,23,21,
5,1995,15.10.1994,Buxtehuder SV,Frankfurter HC,26,30,
5,1995,15.10.1994,TV 05 Mainzlar,DJK Würzburg,27,20,
5,1995,15.10.1994,TSV Nord Harrislee,TSG Ketsch,25,27,
5,1995,15.10.1994,SG GM/BTSV 1850 Berlin,TuS Walle Bremen,20,29,
6,1995,22.10.1994,Frankfurter HC,BV Borussia 09 Dortmund,24,16,
6,1995,23.10.1994,TSG Ketsch,Buxtehuder SV,16,25,
6,1995,23.10.1994,TuS Walle Bremen,TSV Bayer 04 Leverkusen,34,19,
6,1995,23.10.1994,TV Lützellinden,VfB Leipzig,37,22,
6,1995,30.10.1994,DJK Würzburg,SG GM/BTSV 1850 Berlin,19,16,
6,1995,30.10.1994,SC Magdeburg,TSV Nord Harrislee,21,14,
6,1995,18.12.1994,TuS Eintracht Minden,TV 05 Mainzlar,20,22,
7,1995,05.11.1994,BV Borussia 09 Dortmund,TSG Ketsch,24,21,
7,1995,06.11.1994,TV 05 Mainzlar,VfB Leipzig,33,30,
7,1995,06.11.1994,SG GM/BTSV 1850 Berlin,TuS Eintracht Minden,17,22,
7,1995,06.11.1994,Buxtehuder SV,SC Magdeburg,30,17,
7,1995,06.11.1994,TSV Bayer 04 Leverkusen,DJK Würzburg,24,23,
7,1995,06.11.1994,TSV Nord Harrislee,TuS Walle Bremen,18,31,
7,1995,06.11.1994,Frankfurter HC,TV Lützellinden,22,19,
8,1995,09.11.1994,TSG Ketsch,Frankfurter HC,18,26,
8,1995,09.11.1994,VfB Leipzig,SG GM/BTSV 1850 Berlin,23,19,
8,1995,09.11.1994,SC Magdeburg,BV Borussia 09 Dortmund,21,20,
8,1995,09.11.1994,TuS Walle Bremen,Buxtehuder SV,30,26,
8,1995,09.11.1994,TV 05 Mainzlar,TV Lützellinden,24,25,
8,1995,13.11.1994,TuS Eintracht Minden,TSV Bayer 04 Leverkusen,20,17,
8,1995,13.11.1994,DJK Würzburg,TSV Nord Harrislee,24,23,
9,1995,26.11.1994,BV Borussia 09 Dortmund,TuS Walle Bremen,24,36,
9,1995,27.11.1994,SG GM/BTSV 1850 Berlin,TV 05 Mainzlar,17,28,
9,1995,27.11.1994,Frankfurter HC,SC Magdeburg,28,17,
9,1995,27.11.1994,TSV Bayer 04 Leverkusen,VfB Leipzig,25,21,
9,1995,27.11.1994,TSV Nord Harrislee,TuS Eintracht Minden,20,17,
9,1995,27.11.1994,Buxtehuder SV,DJK Würzburg,29,18,
9,1995,27.11.1994,TV Lützellinden,TSG Ketsch,35,21,
10,1995,04.12.1994,SC Magdeburg,TSG Ketsch,16,16,
10,1995,04.12.1994,TV 05 Mainzlar,TSV Bayer 04 Leverkusen,23,22,
10,1995,04.12.1994,TuS Walle Bremen,Frankfurter HC,21,20,
10,1995,04.12.1994,VfB Leipzig,TSV Nord Harrislee,30,26,
10,1995,04.12.1994,DJK Würzburg,BV Borussia 09 Dortmund,19,26,
10,1995,04.12.1994,TuS Eintracht Minden,Buxtehuder SV,22,22,
10,1995,04.12.1994,SG GM/BTSV 1850 Berlin,TV Lützellinden,16,23,
11,1995,01.10.1994,TSV Nord Harrislee,TV 05 Mainzlar,21,33,
11,1995,10.12.1994,BV Borussia 09 Dortmund,TuS Eintracht Minden,21,17,
11,1995,11.12.1994,TSV Bayer 04 Leverkusen,SG GM/BTSV 1850 Berlin,21,19,
11,1995,11.12.1994,TSG Ketsch,TuS Walle Bremen,18,21,
11,1995,11.12.1994,Frankfurter HC,DJK Würzburg,29,18,
11,1995,11.12.1994,Buxtehuder SV,VfB Leipzig,35,26,
11,1995,11.12.1994,TV Lützellinden,SC Magdeburg,32,22,
12,1995,08.01.1995,TuS Walle Bremen,SC Magdeburg,28,21,
12,1995,08.01.1995,SG GM/BTSV 1850 Berlin,TSV Nord Harrislee,20,16,
12,1995,08.01.1995,DJK Würzburg,TSG Ketsch,29,20,
12,1995,08.01.1995,TV 05 Mainzlar,Buxtehuder SV,29,28,
12,1995,08.01.1995,TuS Eintracht Minden,Frankfurter HC,18,22,
12,1995,08.01.1995,VfB Leipzig,BV Borussia 09 Dortmund,22,25,
12,1995,08.01.1995,TSV Bayer 04 Leverkusen,TV Lützellinden,18,20,
13,1995,11.01.1995,TSV Nord Harrislee,TSV Bayer 04 Leverkusen,16,21,
13,1995,11.01.1995,Buxtehuder SV,SG GM/BTSV 1850 Berlin,26,19,
13,1995,11.01.1995,VfB Leipzig,Frankfurter HC,23,23,
13,1995,11.01.1995,TV Lützellinden,TuS Walle Bremen,27,23,
13,1995,15.01.1995,SC Magdeburg,DJK Würzburg,22,19,
13,1995,15.01.1995,TSG Ketsch,TuS Eintracht Minden,19,29,
13,1995,15.01.1995,BV Borussia 09 Dortmund,TV 05 Mainzlar,23,18,
14,1995,11.02.1995,BV Borussia 09 Dortmund,SG GM/BTSV 1850 Berlin,24,15,
14,1995,12.02.1995,TuS Walle Bremen,DJK Würzburg,28,15,
14,1995,12.02.1995,Buxtehuder SV,TSV Bayer 04 Leverkusen,30,24,
14,1995,12.02.1995,SC Magdeburg,TuS Eintracht Minden,24,21,
14,1995,12.02.1995,TSG Ketsch,VfB Leipzig,19,24,
14,1995,12.02.1995,Frankfurter HC,TV 05 Mainzlar,23,25,
14,1995,12.02.1995,TV Lützellinden,TSV Nord Harrislee,37,19,
15,1995,19.02.1995,TSV Nord Harrislee,Buxtehuder SV,24,40,
15,1995,19.02.1995,TSV Bayer 04 Leverkusen,BV Borussia 09 Dortmund,20,18,
15,1995,19.02.1995,VfB Leipzig,SC Magdeburg,28,15,
15,1995,19.02.1995,SG GM/BTSV 1850 Berlin,Frankfurter HC,13,27,
15,1995,19.02.1995,TV 05 Mainzlar,TSG Ketsch,33,20,
15,1995,19.02.1995,DJK Würzburg,TV Lützellinden,16,19,
15,1995,22.02.1995,TuS Eintracht Minden,TuS Walle Bremen,24,27,
16,1995,25.02.1995,BV Borussia 09 Dortmund,TSV Nord Harrislee,31,21,
16,1995,26.02.1995,DJK Würzburg,TuS Eintracht Minden,20,24,
16,1995,26.02.1995,TuS Walle Bremen,VfB Leipzig,32,22,
16,1995,26.02.1995,Frankfurter HC,TSV Bayer 04 Leverkusen,24,22,
16,1995,26.02.1995,SC Magdeburg,TV 05 Mainzlar,21,24,
16,1995,26.02.1995,TSG Ketsch,SG GM/BTSV 1850 Berlin,19,21,
16,1995,26.02.1995,TV Lützellinden,Buxtehuder SV,26,21,
17,1995,04.03.1995,Buxtehuder SV,BV Borussia 09 Dortmund,25,23,
17,1995,05.03.1995,VfB Leipzig,DJK Würzburg,26,18,
17,1995,05.03.1995,TSV Nord Harrislee,Frankfurter HC,22,24,
17,1995,05.03.1995,TV 05 Mainzlar,TuS Walle Bremen,25,24,
17,1995,05.03.1995,TSV Bayer 04 Leverkusen,TSG Ketsch,29,17,
17,1995,05.03.1995,SG GM/BTSV 1850 Berlin,SC Magdeburg,19,16,
17,1995,16.04.1995,TuS Eintracht Minden,TV Lützellinden,20,21,D! mglw. 19.04.
18,1995,15.02.1995,Frankfurter HC,Buxtehuder SV,22,15,
18,1995,22.02.1995,TV Lützellinden,BV Borussia 09 Dortmund,23,19,
18,1995,15.03.1995,TuS Walle Bremen,SG GM/BTSV 1850 Berlin,34,15,
18,1995,19.03.1995,TuS Eintracht Minden,VfB Leipzig,16,20,
18,1995,19.03.1995,DJK Würzburg,TV 05 Mainzlar,18,26,
18,1995,19.03.1995,TSG Ketsch,TSV Nord Harrislee,20,30,
18,1995,19.03.1995,SC Magdeburg,TSV Bayer 04 Leverkusen,18,25,
19,1995,26.03.1995,TV 05 Mainzlar,TuS Eintracht Minden,28,27,
19,1995,26.03.1995,SG GM/BTSV 1850 Berlin,DJK Würzburg,15,14,
19,1995,26.03.1995,TSV Nord Harrislee,SC Magdeburg,22,24,
19,1995,29.03.1995,Buxtehuder SV,TSG Ketsch,32,12,
19,1995,29.03.1995,TSV Bayer 04 Leverkusen,TuS Walle Bremen,23,24,
19,1995,29.03.1995,VfB Leipzig,TV Lützellinden,18,32,
19,1995,06.05.1995,BV Borussia 09 Dortmund,Frankfurter HC,34,27,
20,1995,02.04.1995,VfB Leipzig,TV 05 Mainzlar,22,21,
20,1995,02.04.1995,TSG Ketsch,BV Borussia 09 Dortmund,18,31,
20,1995,02.04.1995,TuS Eintracht Minden,SG GM/BTSV 1850 Berlin,15,15,
20,1995,02.04.1995,SC Magdeburg,Buxtehuder SV,16,30,
20,1995,02.04.1995,DJK Würzburg,TSV Bayer 04 Leverkusen,19,18,
20,1995,02.04.1995,TuS Walle Bremen,TSV Nord Harrislee,33,20,
20,1995,02.04.1995,TV Lützellinden,Frankfurter HC,28,17,
21,1995,08.04.1995,BV Borussia 09 Dortmund,SC Magdeburg,28,20,
21,1995,09.04.1995,Frankfurter HC,TSG Ketsch,26,15,
21,1995,09.04.1995,SG GM/BTSV 1850 Berlin,VfB Leipzig,20,23,
21,1995,09.04.1995,TSV Bayer 04 Leverkusen,TuS Eintracht Minden,15,20,
21,1995,09.04.1995,Buxtehuder SV,TuS Walle Bremen,21,22,
21,1995,09.04.1995,TSV Nord Harrislee,DJK Würzburg,23,23,
21,1995,09.04.1995,TV Lützellinden,TV 05 Mainzlar,28,23,
22,1995,13.04.1995,TV 05 Mainzlar,SG GM/BTSV 1850 Berlin,24,20,
22,1995,13.04.1995,SC Magdeburg,Frankfurter HC,17,24,
22,1995,13.04.1995,VfB Leipzig,TSV Bayer 04 Leverkusen,28,21,
22,1995,13.04.1995,TuS Walle Bremen,BV Borussia 09 Dortmund,31,28,
22,1995,13.04.1995,TuS Eintracht Minden,TSV Nord Harrislee,24,11,
22,1995,13.04.1995,DJK Würzburg,Buxtehuder SV,19,24,
22,1995,13.04.1995,TSG Ketsch,TV Lützellinden,16,39,
23,1995,23.04.1995,TSG Ketsch,SC Magdeburg,17,18,
23,1995,23.04.1995,TSV Bayer 04 Leverkusen,TV 05 Mainzlar,21,23,
23,1995,23.04.1995,Frankfurter HC,TuS Walle Bremen,15,19,
23,1995,23.04.1995,TSV Nord Harrislee,VfB Leipzig,25,31,
23,1995,23.04.1995,BV Borussia 09 Dortmund,DJK Würzburg,25,19,
23,1995,23.04.1995,Buxtehuder SV,TuS Eintracht Minden,29,20,
23,1995,23.04.1995,TV Lützellinden,SG GM/BTSV 1850 Berlin,35,21,
24,1995,30.04.1995,SG GM/BTSV 1850 Berlin,TSV Bayer 04 Leverkusen,28,23,
24,1995,30.04.1995,TuS Walle Bremen,TSG Ketsch,33,12,
24,1995,30.04.1995,TV 05 Mainzlar,TSV Nord Harrislee,31,21,
24,1995,30.04.1995,DJK Würzburg,Frankfurter HC,17,18,
24,1995,30.04.1995,VfB Leipzig,Buxtehuder SV,26,22,
24,1995,30.04.1995,TuS Eintracht Minden,BV Borussia 09 Dortmund,20,25,
24,1995,10.05.1995,SC Magdeburg,TV Lützellinden,16,33,
25,1995,13.05.1995,SC Magdeburg,TuS Walle Bremen,22,31,
25,1995,13.05.1995,TSV Nord Harrislee,SG GM/BTSV 1850 Berlin,29,26,
25,1995,13.05.1995,TSG Ketsch,DJK Würzburg,21,22,
25,1995,13.05.1995,Buxtehuder SV,TV 05 Mainzlar,27,27,
25,1995,13.05.1995,Frankfurter HC,TuS Eintracht Minden,25,21,
25,1995,13.05.1995,BV Borussia 09 Dortmund,VfB Leipzig,30,20,
25,1995,13.05.1995,TV Lützellinden,TSV Bayer 04 Leverkusen,30,19,
26,1995,20.05.1995,TSV Bayer 04 Leverkusen,TSV Nord Harrislee,27,19,
26,1995,20.05.1995,DJK Würzburg,SC Magdeburg,15,17,
26,1995,20.05.1995,SG GM/BTSV 1850 Berlin,Buxtehuder SV,26,28,
26,1995,20.05.1995,TuS Eintracht Minden,TSG Ketsch,27,13,
26,1995,20.05.1995,TV 05 Mainzlar,BV Borussia 09 Dortmund,27,26,
26,1995,20.05.1995,Frankfurter HC,VfB Leipzig,33,22,
26,1995,20.05.1995,TuS Walle Bremen,TV Lützellinden,21,20,
1,1996,23.09.1995,TSV Nord Harrislee,SC Magdeburg,17,19,
1,1996,23.09.1995,TSV Bayer 04 Leverkusen,SG GM/BTSV 1850 Berlin,20,19,
1,1996,23.09.1995,VfB Leipzig,TV Lützellinden,22,20,
1,1996,23.09.1995,TuS Walle Bremen,Buxtehuder SV,24,23,
1,1996,23.09.1995,TSG Wismar,BSV Sachsen Zwickau,29,16,
1,1996,24.09.1995,SG Minden/Minderheide,BV Borussia 09 Dortmund,23,30,
1,1996,24.09.1995,TV 05 Mainzlar,Frankfurter HC,26,26,
2,1996,29.09.1995,Frankfurter HC,VfB Leipzig,24,23,
2,1996,30.09.1995,SG GM/BTSV 1850 Berlin,TSG Wismar,23,25,
2,1996,30.09.1995,TV Lützellinden,TSV Bayer 04 Leverkusen,27,21,
2,1996,30.09.1995,BV Borussia 09 Dortmund,TuS Walle Bremen,23,28,
2,1996,30.09.1995,Buxtehuder SV,TV 05 Mainzlar,24,24,
2,1996,30.09.1995,BSV Sachsen Zwickau,TSV Nord Harrislee,19,22,
2,1996,01.10.1995,SC Magdeburg,SG Minden/Minderheide,16,21,
3,1996,16.09.1995,TSG Wismar,TV Lützellinden,16,28,
3,1996,07.10.1995,TuS Walle Bremen,SC Magdeburg,34,17,
3,1996,07.10.1995,TSV Bayer 04 Leverkusen,Frankfurter HC,20,21,
3,1996,07.10.1995,TV 05 Mainzlar,BV Borussia 09 Dortmund,26,27,
3,1996,07.10.1995,VfB Leipzig,Buxtehuder SV,28,23,
3,1996,07.10.1995,SG GM/BTSV 1850 Berlin,BSV Sachsen Zwickau,25,8,
3,1996,08.10.1995,SG Minden/Minderheide,TSV Nord Harrislee,31,18,
4,1996,03.10.1995,TV Lützellinden,SG GM/BTSV 1850 Berlin,26,13,
4,1996,14.10.1995,TSV Nord Harrislee,TuS Walle Bremen,23,35,
4,1996,14.10.1995,Frankfurter HC,TSG Wismar,30,24,
4,1996,14.10.1995,SC Magdeburg,TV 05 Mainzlar,15,19,
4,1996,14.10.1995,Buxtehuder SV,TSV Bayer 04 Leverkusen,27,26,
4,1996,14.10.1995,BV Borussia 09 Dortmund,VfB Leipzig,25,22,
4,1996,14.10.1995,BSV Sachsen Zwickau,SG Minden/Minderheide,16,29,
5,1996,25.10.1995,TuS Walle Bremen,SG Minden/Minderheide,32,25,
5,1996,25.10.1995,SG GM/BTSV 1850 Berlin,Frankfurter HC,24,25,
5,1996,25.10.1995,TV 05 Mainzlar,TSV Nord Harrislee,31,25,
5,1996,25.10.1995,TSG Wismar,Buxtehuder SV,23,29,
5,1996,25.10.1995,VfB Leipzig,SC Magdeburg,29,19,
5,1996,25.10.1995,TSV Bayer 04 Leverkusen,BV Borussia 09 Dortmund,21,30,
5,1996,25.10.1995,TV Lützellinden,BSV Sachsen Zwickau,36,14,
6,1996,28.10.1995,Frankfurter HC,TV Lützellinden,15,19,
6,1996,28.10.1995,SG Minden/Minderheide,TV 05 Mainzlar,30,23,
6,1996,28.10.1995,Buxtehuder SV,SG GM/BTSV 1850 Berlin,27,22,
6,1996,28.10.1995,TSV Nord Harrislee,VfB Leipzig,20,34,
6,1996,28.10.1995,BV Borussia 09 Dortmund,TSG Wismar,22,13,
6,1996,28.10.1995,SC Magdeburg,TSV Bayer 04 Leverkusen,21,22,
6,1996,28.10.1995,BSV Sachsen Zwickau,TuS Walle Bremen,23,32,
7,1996,08.11.1995,TV 05 Mainzlar,TuS Walle Bremen,31,33,
7,1996,11.11.1995,TV Lützellinden,Buxtehuder SV,29,21,
7,1996,11.11.1995,VfB Leipzig,SG Minden/Minderheide,31,26,
7,1996,11.11.1995,SG GM/BTSV 1850 Berlin,BV Borussia 09 Dortmund,17,22,
7,1996,11.11.1995,TSV Bayer 04 Leverkusen,TSV Nord Harrislee,30,18,
7,1996,11.11.1995,TSG Wismar,SC Magdeburg,26,24,
7,1996,11.11.1995,Frankfurter HC,BSV Sachsen Zwickau,35,17,
8,1996,18.11.1995,BV Borussia 09 Dortmund,TV Lützellinden,25,22,
8,1996,18.11.1995,SG Minden/Minderheide,TSV Bayer 04 Leverkusen,22,22,
8,1996,18.11.1995,SC Magdeburg,SG GM/BTSV 1850 Berlin,19,17,
8,1996,18.11.1995,TSV Nord Harrislee,TSG Wismar,26,28,
8,1996,02.12.1995,TV 05 Mainzlar,BSV Sachsen Zwickau,31,18,
8,1996,03.01.1996,TuS Walle Bremen,VfB Leipzig,25,30,
8,1996,10.01.1996,Buxtehuder SV,Frankfurter HC,28,28,
9,1996,03.10.1995,BSV Sachsen Zwickau,Buxtehuder SV,24,23,
9,1996,16.12.1995,TSG Wismar,SG Minden/Minderheide,17,25,
9,1996,20.12.1995,SG GM/BTSV 1850 Berlin,TSV Nord Harrislee,24,15,
9,1996,23.12.1995,TV Lützellinden,SC Magdeburg,35,18,
9,1996,30.12.1995,VfB Leipzig,TV 05 Mainzlar,29,24,
9,1996,30.12.1995,Frankfurter HC,BV Borussia 09 Dortmund,28,29,
9,1996,30.12.1995,TSV Bayer 04 Leverkusen,TuS Walle Bremen,18,25,
10,1996,06.01.1996,BV Borussia 09 Dortmund,Buxtehuder SV,33,25,
10,1996,06.01.1996,TV 05 Mainzlar,TSV Bayer 04 Leverkusen,27,29,
10,1996,06.01.1996,TuS Walle Bremen,TSG Wismar,32,19,
10,1996,06.01.1996,TSV Nord Harrislee,TV Lützellinden,23,35,
10,1996,06.01.1996,VfB Leipzig,BSV Sachsen Zwickau,39,28,
10,1996,07.01.1996,SC Magdeburg,Frankfurter HC,24,28,
10,1996,07.01.1996,SG Minden/Minderheide,SG GM/BTSV 1850 Berlin,20,16,
11,1996,13.01.1996,TSV Bayer 04 Leverkusen,VfB Leipzig,29,32,
11,1996,13.01.1996,Buxtehuder SV,SC Magdeburg,34,20,
11,1996,13.01.1996,TSG Wismar,TV 05 Mainzlar,27,22,
11,1996,13.01.1996,Frankfurter HC,TSV Nord Harrislee,31,17,
11,1996,13.01.1996,SG GM/BTSV 1850 Berlin,TuS Walle Bremen,21,29,
11,1996,13.01.1996,TV Lützellinden,SG Minden/Minderheide,33,13,
11,1996,13.01.1996,BSV Sachsen Zwickau,BV Borussia 09 Dortmund,18,31,
12,1996,17.01.1996,TSV Nord Harrislee,Buxtehuder SV,12,30,
12,1996,20.01.1996,VfB Leipzig,TSG Wismar,25,18,
12,1996,20.01.1996,TV 05 Mainzlar,SG GM/BTSV 1850 Berlin,27,20,
12,1996,20.01.1996,TuS Walle Bremen,TV Lützellinden,28,26,
12,1996,20.01.1996,TSV Bayer 04 Leverkusen,BSV Sachsen Zwickau,28,20,
12,1996,21.01.1996,SC Magdeburg,BV Borussia 09 Dortmund,20,25,
12,1996,21.01.1996,SG Minden/Minderheide,Frankfurter HC,26,24,
13,1996,10.02.1996,TSG Wismar,TSV Bayer 04 Leverkusen,29,29,
13,1996,10.02.1996,BV Borussia 09 Dortmund,TSV Nord Harrislee,33,23,
13,1996,10.02.1996,SG GM/BTSV 1850 Berlin,VfB Leipzig,19,26,
13,1996,10.02.1996,Buxtehuder SV,SG Minden/Minderheide,30,24,
13,1996,10.02.1996,Frankfurter HC,TuS Walle Bremen,22,33,
13,1996,10.02.1996,BSV Sachsen Zwickau,SC Magdeburg,10,20,
13,1996,14.02.1996,TV Lützellinden,TV 05 Mainzlar,37,17,
14,1996,17.02.1996,SC Magdeburg,TSV Nord Harrislee,24,14,
14,1996,17.02.1996,SG GM/BTSV 1850 Berlin,TSV Bayer 04 Leverkusen,24,23,
14,1996,17.02.1996,BV Borussia 09 Dortmund,SG Minden/Minderheide,35,17,
14,1996,17.02.1996,TV Lützellinden,VfB Leipzig,28,25,
14,1996,17.02.1996,Buxtehuder SV,TuS Walle Bremen,26,29,
14,1996,17.02.1996,Frankfurter HC,TV 05 Mainzlar,27,20,
14,1996,17.02.1996,BSV Sachsen Zwickau,TSG Wismar,16,18,
15,1996,24.02.1996,TSG Wismar,SG GM/BTSV 1850 Berlin,18,17,
15,1996,24.02.1996,TSV Bayer 04 Leverkusen,TV Lützellinden,25,26,
15,1996,24.02.1996,TuS Walle Bremen,BV Borussia 09 Dortmund,24,20,
15,1996,24.02.1996,VfB Leipzig,Frankfurter HC,26,23,
15,1996,24.02.1996,TV 05 Mainzlar,Buxtehuder SV,28,26,
15,1996,24.02.1996,TSV Nord Harrislee,BSV Sachsen Zwickau,28,19,
15,1996,25.02.1996,SG Minden/Minderheide,SC Magdeburg,19,16,
16,1996,02.03.1996,TSV Nord Harrislee,SG Minden/Minderheide,19,26,
16,1996,02.03.1996,TV Lützellinden,TSG Wismar,34,21,
16,1996,02.03.1996,SC Magdeburg,TuS Walle Bremen,19,31,
16,1996,02.03.1996,Frankfurter HC,TSV Bayer 04 Leverkusen,24,21,
16,1996,02.03.1996,BV Borussia 09 Dortmund,TV 05 Mainzlar,25,20,
16,1996,02.03.1996,Buxtehuder SV,VfB Leipzig,20,21,
16,1996,02.03.1996,BSV Sachsen Zwickau,SG GM/BTSV 1850 Berlin,20,27,
17,1996,23.03.1996,SG GM/BTSV 1850 Berlin,TV Lützellinden,15,29,
17,1996,23.03.1996,TuS Walle Bremen,TSV Nord Harrislee,31,14,
17,1996,23.03.1996,TSG Wismar,Frankfurter HC,24,27,
17,1996,23.03.1996,TV 05 Mainzlar,SC Magdeburg,27,22,
17,1996,23.03.1996,TSV Bayer 04 Leverkusen,Buxtehuder SV,30,27,
17,1996,23.03.1996,VfB Leipzig,BV Borussia 09 Dortmund,24,23,
17,1996,24.03.1996,SG Minden/Minderheide,BSV Sachsen Zwickau,32,11,
18,1996,30.03.1996,Frankfurter HC,SG GM/BTSV 1850 Berlin,25,18,
18,1996,30.03.1996,TSV Nord Harrislee,TV 05 Mainzlar,19,25,
18,1996,30.03.1996,Buxtehuder SV,TSG Wismar,27,16,
18,1996,30.03.1996,SC Magdeburg,VfB Leipzig,19,22,
18,1996,30.03.1996,BV Borussia 09 Dortmund,TSV Bayer 04 Leverkusen,26,26,
18,1996,31.03.1996,SG Minden/Minderheide,TuS Walle Bremen,26,36,
18,1996,31.03.1996,BSV Sachsen Zwickau,TV Lützellinden,19,36,
19,1996,08.04.1996,TV Lützellinden,Frankfurter HC,25,20,
19,1996,08.04.1996,TV 05 Mainzlar,SG Minden/Minderheide,30,24,
19,1996,08.04.1996,SG GM/BTSV 1850 Berlin,Buxtehuder SV,22,25,
19,1996,08.04.1996,VfB Leipzig,TSV Nord Harrislee,35,25,
19,1996,08.04.1996,TSG Wismar,BV Borussia 09 Dortmund,18,27,
19,1996,08.04.1996,TSV Bayer 04 Leverkusen,SC Magdeburg,21,18,
19,1996,08.04.1996,TuS Walle Bremen,BSV Sachsen Zwickau,36,15,
20,1996,13.04.1996,TuS Walle Bremen,TV 05 Mainzlar,34,24,
20,1996,13.04.1996,Buxtehuder SV,TV Lützellinden,24,21,
20,1996,13.04.1996,SG Minden/Minderheide,VfB Leipzig,22,24,
20,1996,13.04.1996,BV Borussia 09 Dortmund,SG GM/BTSV 1850 Berlin,29,17,
20,1996,13.04.1996,TSV Nord Harrislee,TSV Bayer 04 Leverkusen,19,24,
20,1996,13.04.1996,SC Magdeburg,TSG Wismar,22,18,
20,1996,13.04.1996,BSV Sachsen Zwickau,Frankfurter HC,13,30,
21,1996,20.04.1996,Frankfurter HC,Buxtehuder SV,32,24,
21,1996,20.04.1996,VfB Leipzig,TuS Walle Bremen,21,26,
21,1996,20.04.1996,TV Lützellinden,BV Borussia 09 Dortmund,25,20,
21,1996,20.04.1996,TSV Bayer 04 Leverkusen,SG Minden/Minderheide,22,30,
21,1996,20.04.1996,SG GM/BTSV 1850 Berlin,SC Magdeburg,22,16,
21,1996,20.04.1996,TSG Wismar,TSV Nord Harrislee,29,22,
21,1996,21.04.1996,BSV Sachsen Zwickau,TV 05 Mainzlar,15,25,
22,1996,27.04.1996,TSV Nord Harrislee,SG GM/BTSV 1850 Berlin,21,28,
22,1996,30.04.1996,TV 05 Mainzlar,VfB Leipzig,24,28,
22,1996,30.04.1996,BV Borussia 09 Dortmund,Frankfurter HC,25,24,
22,1996,30.04.1996,TuS Walle Bremen,TSV Bayer 04 Leverkusen,29,22,
22,1996,30.04.1996,SG Minden/Minderheide,TSG Wismar,23,19,
22,1996,01.05.1996,SC Magdeburg,TV Lützellinden,16,34,
22,1996,01.05.1996,Buxtehuder SV,BSV Sachsen Zwickau,32,13,
23,1996,04.05.1996,Buxtehuder SV,BV Borussia 09 Dortmund,24,23,
23,1996,04.05.1996,TSV Bayer 04 Leverkusen,TV 05 Mainzlar,22,24,
23,1996,04.05.1996,Frankfurter HC,SC Magdeburg,29,18,
23,1996,04.05.1996,TSG Wismar,TuS Walle Bremen,19,35,
23,1996,04.05.1996,TV Lützellinden,TSV Nord Harrislee,40,18,
23,1996,04.05.1996,SG GM/BTSV 1850 Berlin,SG Minden/Minderheide,20,20,
23,1996,05.05.1996,BSV Sachsen Zwickau,VfB Leipzig,14,29,
24,1996,11.05.1996,VfB Leipzig,TSV Bayer 04 Leverkusen,34,25,
24,1996,11.05.1996,SC Magdeburg,Buxtehuder SV,20,21,
24,1996,11.05.1996,TV 05 Mainzlar,TSG Wismar,28,24,
24,1996,11.05.1996,TSV Nord Harrislee,Frankfurter HC,15,27,
24,1996,11.05.1996,TuS Walle Bremen,SG GM/BTSV 1850 Berlin,30,18,
24,1996,11.05.1996,BV Borussia 09 Dortmund,BSV Sachsen Zwickau,31,13,
24,1996,12.05.1996,SG Minden/Minderheide,TV Lützellinden,24,23,
